vertex_index;vertex_x;vertex_y;ldos
0;42.5;-37.239092362730865;1.2308110406957133
1;41.0;-38.1051177665153;5.423986156205425
2;39.5;-38.97114317029974;10.281164266130839
3;38.0;-39.83716857408418;10.456723014801351
4;36.5;-40.703193977868615;4.475960222387261
5;47.0;-32.90896534380867;0.017730974738492215
6;45.5;-33.774990747593115;0.15535593418133864
7;44.0;-34.64101615137755;0.5797232123921435
8;42.5;-35.50704155516198;1.2308110406957133
9;41.0;-36.37306695894643;1.4872437929629345
10;39.5;-37.239092362730865;0.7699714613505624
11;38.0;-38.1051177665153;0.0007431187671945937
12;36.5;-38.97114317029974;1.2500115286702513
13;35.0;-39.83716857408418;4.47596022238726
14;33.5;-40.703193977868615;6.28119959647771
15;32.0;-41.569219381653056;4.370904354744564
16;30.5;-42.4352447854375;1.1699608977458307
17;48.5;-30.310889132455348;0.0018510827347105274
18;47.0;-31.176914536239785;0.017730974738492215
19;45.5;-32.042939940024226;0.06811811080450232
20;44.0;-32.90896534380867;0.13486771306763068
21;42.5;-33.7749907475931;0.12112047267782242
22;41.0;-34.64101615137755;0.012123511111871902
23;39.5;-35.50704155516198;0.11699538088720851
24;38.0;-36.37306695894642;0.7228740013953681
25;36.5;-37.23909236273086;1.31171059960444
26;35.0;-38.1051177665153;0.9952204873136681
27;33.5;-38.97114317029973;0.15255713084142075
28;32.0;-39.837168574084174;0.17269124453604687
29;30.5;-40.703193977868615;1.0181283895552509
30;29.0;-41.56921938165305;1.1699608977458307
31;27.5;-42.43524478543749;0.4081693898857627
32;50.0;-27.712812921102035;0.00015402716565132186
33;48.5;-28.578838324886473;0.0018510827347105268
34;47.0;-29.44486372867091;0.008124046963867248
35;45.5;-30.31088913245535;0.016342236904650462
36;44.0;-31.17691453623979;0.011288835656976028
37;42.5;-32.042939940024226;0.0003693980499642353
38;41.0;-32.90896534380867;0.05660442751791187
39;39.5;-33.77499074759311;0.20444205710044663
40;38.0;-34.64101615137755;0.25824091280500383
41;36.5;-35.50704155516198;0.08707183872196589
42;35.0;-36.373066958946424;0.021812917411048766
43;33.5;-37.239092362730865;0.3684754120779673
44;32.0;-38.1051177665153;0.6498729634039971
45;30.5;-38.97114317029974;0.35219729074532696
46;29.0;-39.83716857408418;0.005274219857598178
47;27.5;-40.703193977868615;0.19604168580736242
48;26.0;-41.569219381653056;0.4081693898857627
49;24.5;-42.4352447854375;0.18145954532273947
50;51.5;-25.11473670974872;7.033472052656163e-06
51;50.0;-25.98076211353316;0.00015402716565132162
