edge_index;vertex_1_index;vertex_2_index;probabilitycurrent
0;0;1778;-8.466145446855493e-05
1;0;1779;8.466145446855492e-05
2;1;1779;-0.00023900916940148363
3;1;1780;0.0002390091694014835
4;2;1780;-0.000481882452716636
5;2;1781;0.0004818824527489426
6;3;1781;-0.0008146605409491812
7;3;1782;0.0008146605409491812
8;4;1782;-0.0012080167379267441
9;4;1783;0.0012080167379267437
10;5;1783;-0.0015955360995026143
11;5;1784;0.0015955360995026145
12;6;1784;-0.0018817494762601425
13;6;1785;0.0018817494761985665
14;7;1785;-0.0019674055452454727
15;7;1786;0.001967405545245473
16;8;1786;-0.0017859633036124277
17;8;1787;0.0017859633036124277
18;9;1787;-0.0013365788045070564
19;9;1788;0.0013365788045070568
20;10;1788;-0.0006961504568007409
21;10;1789;0.0006961504568007408
22;11;1790;-0.00010747205488049262
23;11;1791;0.00010747205488049262
24;12;1791;-0.00033242270949840883
25;12;1792;0.0003324227094984083
26;13;1778;8.466145446855493e-05
27;13;1792;-0.0007307189822565603
28;13;1793;0.0006460575277880054
29;14;1779;0.0001543477149329287
30;14;1793;-0.0011778377632871628
31;14;1794;0.0010234900483542342
32;15;1780;0.00024287328331515246
33;15;1794;-0.0016105083018655509
34;15;1795;0.0013676350185503985
35;16;1781;0.0003327780882002386
36;16;1795;-0.0018738939364899875
37;16;1796;0.001541115848289749
38;17;1782;0.0003933561969775628
39;17;1796;-0.0018216561128064212
40;17;1797;0.0014282999158288583
41;18;1783;0.0003875193615758706
42;18;1797;-0.0014071055308003191
43;18;1798;0.0010195861692244652
44;19;1784;0.00028621337675752807
45;19;1798;-0.0007530438094632757
46;19;1799;0.00046683043270574764
47;20;1785;8.565606904690628e-05
48;20;1799;-0.0001397093703247845
49;20;1800;5.4053301277878234e-05
50;21;1786;-0.00018144224163304517
51;21;1800;0.00011450177793279572
52;21;1801;6.694046370024947e-05
53;22;1787;-0.00044938449910537107
54;22;1801;-0.0001657951225250581
55;22;1802;0.0006151796216304291
56;23;1788;-0.0006404283477063158
57;23;1802;-0.000876707423248252
58;23;1803;0.0015171357709545682
59;24;1789;-0.0006961504568007408
60;24;1803;-0.0016491385132526384
61;24;1804;0.0023452889700533793
62;25;1804;-0.0020360244665934787
63;25;1805;0.002036024466604222
64;26;1805;-0.0013691852812619746
65;26;1806;0.001369185281261975
66;27;1806;-0.0006038397703838481
67;27;1807;0.0006038397703838482
68;28;1808;-6.936419502581624e-05
69;28;1809;6.936419502581624e-05
70;29;1809;-0.000257125020434797
71;29;1810;0.00025712502043479717
72;30;1790;0.00010747205488049262
73;30;1810;-0.000662648070015615
74;30;1811;0.0005551760151351223
75;31;1791;0.00022495065461791624
76;31;1811;-0.0011620432404080888
77;31;1812;0.0009370925857901727
78;32;1792;0.00039829627275815197
79;32;1812;-0.0016592099773474853
80;32;1813;0.0012609137045893335
81;33;1793;0.0005317802354991576
82;33;1813;-0.0019041028381573412
83;33;1814;0.0013723226026581834
84;34;1794;0.0005870182535113167
85;34;1814;-0.0017433210400613138
86;34;1815;0.0011563027865499971
87;35;1795;0.0005062589179395892
88;35;1815;-0.0011743167953649145
89;35;1816;0.0006680578774253252
90;36;1796;0.0002805402645166724
91;36;1816;-0.00045013824673730945
92;36;1817;0.00016959798222063706
93;37;1797;-2.1194385028539183e-05
94;37;1817;1.6342510515639674e-05
95;37;1818;4.851874512899402e-06
96;38;1798;-0.00026654235976118946
97;38;1818;-8.42232910357935e-05
98;38;1819;0.0003507656507969803
99;39;1799;-0.00032712106238096296
100;39;1819;-0.000694417652468432
101;39;1820;0.0010215387148493947
102;40;1800;-0.00016855507921067405
103;40;1820;-0.0013604658138174103
104;40;1821;0.001529020893028084
105;41;1801;9.885465882480855e-05
106;41;1821;-0.0015338528660222396
107;41;1822;0.0014349982071974314
108;42;1802;0.00026152780161782296
109;42;1822;-0.0010231598479202315
110;42;1823;0.000761632046302408
111;43;1803;0.00013200274229807065
112;43;1823;-0.00022214687344937004
113;43;1824;9.014413115129949e-05
114;44;1804;-0.0003092645034599004
115;44;1824;0.00014850758684446113
116;44;1825;0.00016075691661543597
117;45;1805;-0.0006668391853422469
118;45;1825;-0.00034662617407834776
119;45;1826;0.001013465359420595
120;46;1806;-0.0007653455108781271
121;46;1826;-0.001163175925747249
122;46;1827;0.0019285214366253768
123;47;1807;-0.000603839770383848
124;47;1827;-0.0015215585546891437
125;47;1828;0.0021253983250729917
126;48;1828;-0.0010389088691394204
127;48;1829;0.0010389088691394204
128;49;1830;-9.777381611908164e-05
129;49;1831;9.777381611908166e-05
130;50;1808;6.936419502581624e-05
131;50;1831;-0.0003854736080318468
132;50;1832;0.0003161094130060306
133;51;1809;0.00018776082540898075
134;51;1832;-0.0008556713298343122
135;51;1833;0.0006679105044253312
136;52;1810;0.0004055230495808179
137;52;1833;-0.0014425428902422495
138;52;1834;0.0010370198406614317
139;53;1811;0.0006068672252729663
140;53;1834;-0.0018523257206358287
141;53;1835;0.0012454584953628626
142;54;1812;0.0007221173915573127
143;54;1835;-0.0018377358073502696
144;54;1836;0.0011156184157929568
145;55;1813;0.000643189133568007
