edge_index;vertex_1_index;vertex_2_index;probabilitycurrent
0;0;2242;-0.002992648925790155
1;0;2243;0.002992648925790155
2;1;2244;-0.004991219095126056
3;1;2245;0.004991219095126056
4;2;2242;0.002992648925790155
5;2;2245;-0.002964439439023381
6;2;2246;-2.820948676677372e-05
7;3;2243;-0.002992648925790155
8;3;2246;-2.820948676677372e-05
9;3;2247;0.003020858412556929
10;4;2247;-0.005108836034055167
11;4;2248;0.005108836034055167
12;5;2249;-0.006437016033708847
13;5;2250;0.006437016033708847
14;6;2244;0.004991219095126056
15;6;2250;-0.0049191007472733335
16;6;2251;-7.211834785272223e-05
17;7;2245;-0.0020267796561026746
18;7;2251;-2.9285029864220348e-05
19;7;2252;0.002056064685966895
20;8;2246;5.641897353354744e-05
21;8;2252;-0.006014545514023768
22;8;2253;0.00595812654049022
23;9;2247;0.0020879776214982387
24;9;2253;-0.0020590893685858663
25;9;2254;-2.8888252912372447e-05
26;10;2248;-0.005108836034055167
27;10;2254;-7.068339522419158e-05
28;10;2255;0.005179519429279359
29;11;2255;-0.006816560306907386
30;11;2256;0.006816560306907386
31;12;2257;-0.007529885869895309
32;12;2258;0.007529885869895309
33;13;2249;0.006437016033708847
34;13;2258;-0.0063170068268181626
35;13;2259;-0.00012000920689068438
36;14;2250;-0.0015179152864355132
37;14;2259;-2.8299418348258136e-05
38;14;2260;0.0015462147047837715
39;15;2251;0.00010140337771694257
40;15;2260;-0.007045545669862171
41;15;2261;0.006944142292145229
42;16;2252;0.0039584808280568725
43;16;2261;-0.003861034063379503
44;16;2262;-9.744676467737006e-05
45;17;2253;-0.003899037171904355
46;17;2262;-9.689231835790064e-05
47;17;2263;0.003995929490262255
48;18;2254;9.957164813656402e-05
49;18;2263;-0.007273610736856224
50;18;2264;0.007174039088719661
51;19;2255;0.0016370408776280277
52;19;2264;-0.0016095908805687756
53;19;2265;-2.7449997059252247e-05
54;20;2256;-0.006816560306907388
55;20;2265;-0.00011430048139661663
56;20;2266;0.006930860788304002
57;21;2266;-0.008317986311792328
58;21;2267;0.008317986311792328
59;22;2268;-0.008367083288965512
60;22;2269;0.008367083288965512
61;23;2257;0.007529885869895309
62;23;2269;-0.007359406247790324
63;23;2270;-0.00017047962210498446
64;24;2258;-0.001212879043077146
65;24;2270;-2.7460065729485197e-05
66;24;2271;0.001240339108806631
67;25;2259;0.00014830862523894248
68;25;2271;-0.007983367749204915
69;25;2272;0.007835059123965973
70;26;2260;0.005499330965078401
71;26;2272;-0.005317327827395094
72;26;2273;-0.00018200313768330985
73;27;2261;-0.0030831082287657266
74;27;2273;-0.0001035270433374427
75;27;2274;0.0031866352721031696
76;28;2262;0.00019433908303527071
77;28;2274;-0.007958659899314496
78;28;2275;0.007764320816279223
79;29;2263;0.003277681246593969
80;29;2275;-0.0031752766521550803
81;29;2276;-0.0001024045944388889
82;30;2264;-0.005564448208150883
83;30;2276;-0.00017626299556530695
84;30;2277;0.005740711203716192
85;31;2265;0.0001417504784558689
86;31;2277;-0.00857514216811511
87;31;2278;0.008433391689659241
88;32;2266;0.0013871255234883264
89;32;2278;-0.00136098827842834
90;32;2279;-2.6137245059986183e-05
91;33;2267;-0.00831798631179233
92;33;2279;-0.00015673365023966153
93;33;2280;0.008474719962031991
94;34;2280;-0.009710195804742087
95;34;2281;0.009710195804742087
96;35;2282;-0.008999737350075997
97;35;2283;0.008999737350075997
98;36;2268;0.008367083288965512
99;36;2283;-0.00814351778455757
100;36;2284;-0.00022356550440794326
101;37;2269;-0.001007677041175189
102;37;2284;-2.692477392781974e-05
103;37;2285;0.0010346018151030083
104;38;2270;0.00019793968783446967
105;38;2285;-0.008773139931178382
106;38;2286;0.008575200243343909
107;39;2271;0.006743028640398283
108;39;2286;-0.00646736732950551
109;39;2287;-0.00027566131089277275
110;40;2272;-0.0025177312965708786
111;40;2287;-0.00010487550097729025
112;40;2288;0.0026226067975481694
113;41;2273;0.0002855301810207524
114;41;2288;-0.008689411935941308
115;41;2289;0.008403881754920555
116;42;2274;0.004772024627211324
117;42;2289;-0.00456301651734609
118;42;2290;-0.0002090081098652335
119;43;2275;-0.004589044164124143
120;43;2290;-0.00020602464437936803
121;43;2291;0.004795068808503512
122;44;2276;0.00027866759000419586
123;44;2291;-0.00902861628853037
124;44;2292;0.008749948698526175
125;45;2277;0.002834430964398917
126;45;2292;-0.0027326271308215112
127;45;2293;-0.00010180383357740556
128;46;2278;-0.0070724034112309
129;46;2293;-0.00025828806033346334
130;46;2294;0.007330691471564361
131;47;2279;0.00018287089529964764
132;47;2294;-0.009869998413559213
133;47;2295;0.00968712751825956
134;48;2280;0.0012354758427100961
135;48;2295;-0.0012103795445605019
136;48;2296;-2.5096298149594428e-05
137;49;2281;-0.009710195804742087
138;49;2296;-0.00019724381536444994
139;49;2297;0.00990743962010654
140;50;2297;-0.011043827543937419
141;50;2298;0.011043827543937419
142;51;2299;-0.009456390961589348
143;51;2300;0.009456390961589348
144;52;2282;0.008999737350075997
145;52;2300;-0.008720067753271235
146;52;2301;-0.0002796695968047621
147;53;2283;-0.0008562195655184272
148;53;2301;-2.6607285451821e-05
149;53;2302;0.0008828268509702482
150;54;2284;0.000250490278335763
151;54;2302;-0.009407809540488407
152;54;2303;0.009157319262152644
153;55;2285;0.007738538116075373
154;55;2303;-0.0073623292560126095
155;55;2304;-0.0003762088600627622
156;56;2286;-0.0021078329138383995
157;56;2304;-0.00010483759781186442
158;56;2305;0.002212670511650264
159;57;2287;0.00038053681187006293
160;57;2305;-0.009371928205528825
161;57;2306;0.00899139139365876
162;58;2288;0.006066805138393143
163;58;2306;-0.005732329410042919
164;58;2307;-0.0003344757283502238
165;59;2289;-0.003840865237574466
166;59;2307;-0.00021894956404633651
167;59;2308;0.004059814801620802
168;60;2290;0.00041503275424460164
169;60;2308;-0.009577417696174277
170;60;2309;0.009162384941929674
171;61;2291;0.004233547480026858
172;61;2309;-0.004015641426761317
173;61;2310;-0.0002179060532655418
174;62;2292;-0.006017321567704665
175;62;2310;-0.0003195830743582713
176;62;2311;0.006336904642062937
177;63;2293;0.0003600918939108688
178;63;2311;-0.01017896308894416
179;63;2312;0.009818871195033291
180;64;2294;0.002539306941994853
181;64;2312;-0.0024396234944484545
182;64;2313;-9.968344754639865e-05
183;65;2295;-0.008476747973699064
184;65;2313;-0.00033904643871155495
185;65;2314;0.008815794412410614
186;66;2296;0.00022234011351404434
187;66;2314;-0.011152235092117003
188;66;2315;0.010929894978602958
189;67;2297;0.0011363879238308803
190;67;2315;-0.001112158630226011
191;67;2316;-2.4229293604869442e-05
192;68;2298;-0.011043827543937419
193;68;2316;-0.00023546901060119533
194;68;2317;0.011279296554538614
195;69;2317;-0.012346883450528739
196;69;2318;0.012346883450528737
197;70;2319;-0.009753419983418119
198;70;2320;0.00975341998341812
199;71;2299;0.009456390961589348
200;71;2320;-0.009117006269659477
201;71;2321;-0.00033938469192987123
202;72;2300;-0.0007363232083181142
203;72;2321;-2.6426236629905273e-05
204;72;2322;0.0007627494449480195
205;73;2301;0.0003062768822565831
206;73;2322;-0.009892412818954234
207;73;2323;0.009586135936697649
208;74;2302;0.008524982689518158
209;74;2323;-0.00804170072695995
210;74;2324;-0.0004832819625582098
211;75;2303;-0.001794990006140034
212;75;2324;-0.00010454163217487182
213;75;2325;0.0018995316383149058
214;76;2304;0.0004810464578746266
215;76;2325;-0.009962256841048305
216;76;2326;0.00948121038317368
217;77;2305;0.007159257693878559
218;77;2326;-0.006685672064560972
219;77;2327;-0.00047358562931758643
220;78;2306;-0.0032590619836158417
221;78;2327;-0.0002247114442764026
222;78;2328;0.0034837734278922445
223;79;2307;0.0005534252923965598
224;79;2328;-0.010138712692811054
225;79;2329;0.009585287400414495
226;80;2308;0.0055176028945534755
227;80;2329;-0.0051538816187407105
