energy;conductance
-0.1;0.946
-0.0998;0.946
-0.0996;0.946
-0.0994;0.947
-0.0992;0.947
-0.099;0.947
-0.0988;0.947
-0.0986;0.948
-0.0984;0.948
-0.0982;0.948
-0.098;0.948
-0.0978;0.949
-0.0976;0.949
-0.0974;0.949
-0.0972;0.949
-0.097;0.95
-0.0968;0.95
-0.0966;0.95
-0.0964;0.95
-0.0962;0.951
-0.096;0.951
-0.0958;0.951
-0.0956;0.951
-0.0954;0.952
-0.0952;0.952
-0.095;0.952
-0.0948;0.953
-0.0946;0.953
-0.0944;0.953
-0.0942;0.953
-0.094;0.954
-0.0938;0.954
-0.0936;0.954
-0.0934;0.954
-0.0932;0.955
-0.093;0.955
-0.0928;0.955
-0.0926;0.955
-0.0924;0.956
-0.0922;0.956
-0.092;0.956
-0.0918;0.957
-0.0916;0.957
-0.0914;0.957
-0.0912;0.957
-0.091;0.958
-0.0908;0.958
-0.0906;0.958
-0.0904;0.958
-0.0902;0.959
-0.09;0.959
-0.0898;0.959
-0.0896;0.96
-0.0894;0.96
-0.0892;0.96
-0.089;0.96
-0.0888;0.961
-0.0886;0.961
-0.0884;0.961
-0.0882;0.962
-0.088;0.962
-0.0878;0.962
-0.0876;0.963
-0.0874;0.963
-0.0872;0.963
-0.087;0.963
-0.0868;0.964
-0.0866;0.964
-0.0864;0.964
-0.0862;0.965
-0.086;0.965
-0.0858;0.965
-0.0856;0.966
-0.0854;0.966
-0.0852;0.966
-0.085;0.966
-0.0848;0.967
-0.0846;0.967
-0.0844;0.967
-0.0842;0.968
-0.084;0.968
-0.0838;0.968
-0.0836;0.969
-0.0834;0.969
-0.0832;0.969
-0.083;0.97
-0.0828;0.97
-0.0826;0.97
-0.0824;0.971
-0.0822;0.971
-0.082;0.971
-0.0818;0.972
-0.0816;0.972
-0.0814;0.972
-0.0812;0.972
-0.081;0.973
-0.0808;0.973
-0.0806;0.973
-0.0804;0.974
-0.0802;0.974
-0.08;0.974
-0.0798;0.975
-0.0796;0.975
-0.0794;0.976
-0.0792;0.976
-0.079;0.976
-0.0788;0.977
-0.0786;0.977
-0.0784;0.977
-0.0782;0.978
-0.078;0.978
-0.0778;0.978
-0.0776;0.979
-0.0774;0.979
-0.0772;0.979
-0.077;0.98
-0.0768;0.98
-0.0766;0.98
-0.0764;0.981
-0.0762;0.981
-0.076;0.981
-0.0758;0.982
-0.0756;0.982
-0.0754;0.982
-0.0752;0.983
-0.075;0.983
-0.0748;0.984
-0.0746;0.984
-0.0744;0.984
-0.0742;0.985
-0.074;0.985
-0.0738;0.985
-0.0736;0.986
-0.0734;0.986
-0.0732;0.986
-0.073;0.987
-0.0728;0.987
-0.0726;0.988
-0.0724;0.988
-0.0722;0.988
-0.072;0.989
-0.0718;0.989
-0.0716;0.989
-0.0714;0.99
-0.0712;0.99
-0.071;0.99
-0.0708;0.991
-0.0706;0.991
-0.0704;0.991
-0.0702;0.992
-0.07;0.992
-0.0698;0.992
-0.0696;0.993
-0.0694;0.993
-0.0692;0.993
-0.069;0.994
-0.0688;0.994
-0.0686;0.994
-0.0684;0.995
-0.0682;0.995
-0.068;0.995
-0.0678;0.996
-0.0676;0.996
-0.0674;0.996
-0.0672;0.996
-0.067;0.997
-0.0668;0.997
-0.0666;0.997
-0.0664;0.998
-0.0662;0.998
-0.066;0.998
-0.0658;0.998
-0.0656;0.998
-0.0654;0.999
-0.0652;0.999
-0.065;0.999
-0.0648;0.999
-0.0646;0.999
-0.0644;0.999
-0.0642;1.0
-0.064;1.0
-0.0638;1.0
-0.0636;1.0
-0.0634;1.0
-0.0632;1.0
-0.063;1.0
-0.0628;1.0
-0.0626;1.0
-0.0624;1.0
-0.0622;1.0
-0.062;1.0
-0.0618;1.0
-0.0616;0.999
-0.0614;0.999
-0.0612;0.999
-0.061;0.999
-0.0608;0.998
-0.0606;0.998
-0.0604;0.998
-0.0602;0.997
-0.06;0.997
-0.0598;0.996
-0.0596;0.996
-0.0594;0.995
-0.0592;0.994
-0.059;0.994
-0.0588;0.993
-0.0586;0.992
-0.0584;0.991
-0.0582;0.99
-0.058;0.989
-0.0578;0.987
-0.0576;0.986
-0.0574;0.985
-0.0572;0.983
-0.057;0.982
-0.0568;0.98
-0.0566;0.978
-0.0564;0.976
-0.0562;0.974
-0.056;0.972
-0.0558;0.969
-0.0556;0.967
-0.0554;0.964
-0.0552;0.961
-0.055;0.958
-0.0548;0.954
-0.0546;0.951
-0.0544;0.947
-0.0542;0.943
-0.054;0.939
-0.0538;0.934
-0.0536;0.93
-0.0534;0.925
-0.0532;0.919
-0.053;0.914
-0.0528;0.908
-0.0526;0.901
-0.0524;0.894
-0.0522;0.887
-0.052;0.88
-0.0518;0.872
-0.0516;0.863
-0.0514;0.854
-0.0512;0.845
-0.051;0.835
-0.0508;0.824
-0.0506;0.813
-0.0504;0.801
-0.0502;0.789
-0.05;0.776
-0.0498;0.762
-0.0496;0.748
-0.0494;0.733
-0.0492;0.717
-0.049;0.701
-0.0488;0.683
-0.0486;0.666
-0.0484;0.647
-0.0482;0.628
-0.048;0.607
-0.0478;0.587
-0.0476;0.565
-0.0474;0.543
-0.0472;0.52
-0.047;0.497
-0.0468;0.473
-0.0466;0.449
-0.0464;0.424
-0.0462;0.4
-0.046;0.375
-0.0458;0.349
-0.0456;0.324
-0.0454;0.3
-0.0452;0.275
-0.045;0.251
-0.0448;0.227
-0.0446;0.204
-0.0444;0.182
-0.0442;0.161
-0.044;0.14
-0.0438;0.121
-0.0436;0.103
-0.0434;0.087
-0.0432;0.071
-0.043;0.058
-0.0428;0.045
-0.0426;0.034
-0.0424;0.025
-0.0422;0.017
-0.042;0.011
-0.0418;0.006
-0.0416;0.003
-0.0414;0.001
-0.0412;0.0
-0.041;0.0
-0.0408;0.002
-0.0406;0.005
-0.0404;0.009
-0.0402;0.013
-0.04;0.019
-0.0398;0.025
-0.0396;0.032
-0.0394;0.04
-0.0392;0.048
-0.039;0.057
-0.0388;0.066
-0.0386;0.076
-0.0384;0.085
-0.0382;0.095
-0.038;0.106
-0.0378;0.116
-0.0376;0.126
-0.0374;0.137
-0.0372;0.147
-0.037;0.158
-0.0368;0.169
-0.0366;0.179
-0.0364;0.19
-0.0362;0.2
-0.036;0.21
-0.0358;0.221
-0.0356;0.231
-0.0354;0.24
-0.0352;0.25
-0.035;0.26
-0.0348;0.269
-0.0346;0.279
-0.0344;0.288
-0.0342;0.297
-0.034;0.306
-0.0338;0.314
-0.0336;0.323
-0.0334;0.331
-0.0332;0.339
-0.033;0.347
-0.0328;0.355
-0.0326;0.362
-0.0324;0.37
-0.0322;0.377
-0.032;0.384
-0.0318;0.391
-0.0316;0.398
-0.0314;0.405
-0.0312;0.411
-0.031;0.418
-0.0308;0.424
-0.0306;0.43
-0.0304;0.436
-0.0302;0.442
-0.03;0.447
-0.0298;0.453
