vertex_index;vertex_x;vertex_y;ldos
0;93.5;-56.291651245988504;0.00011032426894911153
1;92.0;-57.157676649772945;0.0003673550454008097
2;90.5;-58.023702053557386;0.00025018645120513625
3;95.0;-53.6935750346352;2.1948842262155593e-05
4;93.5;-54.559600438419636;0.00011032426894911158
5;92.0;-55.42562584220408;7.504709095685004e-05
6;90.5;-56.29165124598852;1.1217308927010307e-05
7;89.0;-57.15767664977295;0.0002501864512051362
8;87.5;-58.02370205355739;0.00023543265314189793
9;95.0;-51.96152422706632;2.1948842262155658e-05
10;93.5;-52.827549630850754;3.3855836775288674e-05
11;92.0;-53.693575034635195;3.387674411113327e-06
12;90.5;-54.559600438419636;0.00014429288955355372
13;89.0;-55.42562584220407;0.0001554524748634836
14;87.5;-56.29165124598851;2.2417241065223428e-07
15;86.0;-57.15767664977295;0.00023543265314189774
16;84.5;-58.023702053557386;0.0002600663929491249
17;95.0;-50.22947341949744;2.194884226215576e-05
18;93.5;-51.09549882328187;1.285089125776823e-06
19;92.0;-51.96152422706631;5.8662432906271596e-05
20;90.5;-52.827549630850754;0.00010346213660022211
21;89.0;-53.69357503463519;2.0780893323342412e-07
22;87.5;-54.55960043841963;0.00016748311262698425
23;86.0;-55.42562584220407;0.0002211271998999641
24;84.5;-56.291651245988504;6.127121311695899e-07
25;83.0;-57.157676649772945;0.00026006639294912467
26;81.5;-58.023702053557386;0.0003065381928013725
27;95.0;-48.49742261192857;2.194884226215585e-05
28;93.5;-49.363448015713004;1.261202600057631e-05
29;92.0;-50.229473419497445;7.73125967073227e-05
30;90.5;-51.095498823281886;6.312623280923002e-06
31;89.0;-51.96152422706632;9.43962502102431e-05
32;87.5;-52.82754963085076;0.0001794899871112904
33;86.0;-53.6935750346352;3.720345259754713e-06
34;84.5;-54.559600438419636;0.0001984601080877778
35;83.0;-55.42562584220408;0.00028592555701869145
36;81.5;-56.29165124598852;1.908978886068755e-06
37;80.0;-57.15767664977295;0.0003065381928013722
38;78.5;-58.02370205355739;0.00036867629461095197
39;93.5;-47.63139720814412;6.783664739968763e-05
40;92.0;-48.49742261192856;2.7472449652197516e-05
41;90.5;-49.363448015713004;3.9441725428251626e-05
42;89.0;-50.22947341949744;0.00014953050667601626
43;87.5;-51.09549882328188;1.3554282052183847e-05
44;86.0;-51.96152422706632;0.00013152804439061903
45;84.5;-52.827549630850754;0.00025652528281178876
46;83.0;-53.693575034635195;7.96225278928443e-06
47;81.5;-54.559600438419636;0.00024110870359173936
48;80.0;-55.42562584220407;0.00035682795042575783
49;78.5;-56.29165124598851;2.865277317607159e-06
50;77.0;-57.15767664977295;0.00036867629461095165
51;75.5;-58.023702053557386;0.0004438803226771951
52;93.5;-45.89934640057524;6.783664739968778e-05
53;92.0;-46.76537180435968;8.969329151761772e-06
54;90.5;-47.63139720814412;0.00013274914499837183
55;89.0;-48.497422611928556;3.537872719650463e-05
56;87.5;-49.363448015713;7.304527156173174e-05
57;86.0;-50.22947341949744;0.0002295280062954185
58;84.5;-51.09549882328187;2.0682839628977215e-05
59;83.0;-51.96152422706631;0.0001740990595968801
60;81.5;-52.827549630850754;0.0003367012809882985
61;80.0;-53.69357503463519;1.130448806526482e-05
62;78.5;-54.55960043841963;0.0002957429022510523
63;77.0;-55.42562584220407;0.0004365449510557461
64;75.5;-56.291651245988504;3.487639721111744e-06
65;74.0;-57.157676649772945;0.00044388032267719466
66;72.5;-58.02370205355738;0.0005309003817570103
67;92.0;-45.03332099679081;0.00012613950345070175
68;90.5;-45.899346400575254;7.270627881900848e-05
69;89.0;-46.76537180435969;3.106590392553292e-05
70;87.5;-47.63139720814413;0.0002100950120427928
71;86.0;-48.49742261192857;4.360659620970973e-05
72;84.5;-49.363448015713004;0.00011240967111711014
73;83.0;-50.229473419497445;0.0003147962805174013
74;81.5;-51.095498823281886;2.6571566615156782e-05
75;80.0;-51.96152422706632;0.00022461637546575733
76;78.5;-52.82754963085076;0.0004226885959289153
77;77.0;-53.6935750346352;1.3663971743515256e-05
78;75.5;-54.559600438419636;0.0003619938436994521
79;74.0;-55.42562584220408;0.0005260596301856622
80;72.5;-56.29165124598851;3.8919718520464175e-06
81;71.0;-57.15767664977295;0.0005309003817570096
82;69.5;-58.02370205355739;0.0006290738121676425
83;92.0;-43.30127018922193;0.00012613950345070194
84;90.5;-44.16729559300637;7.313707587917e-06
85;89.0;-45.033320996790806;0.00019882345885537187
86;87.5;-45.89934640057525;7.958379556627043e-05
87;86.0;-46.76537180435969;6.226986213055774e-05
88;84.5;-47.63139720814412;0.0002960420240784991
89;83.0;-48.49742261192856;5.098183565122896e-05
90;81.5;-49.363448015713004;0.00015845114108336522
91;80.0;-50.22947341949744;0.00040569889940813333
92;78.5;-51.09549882328188;3.104924405978457e-05
93;77.0;-51.96152422706632;0.00028435776472076577
94;75.5;-52.827549630850754;0.0005163173142567453
95;74.0;-53.693575034635195;1.5286958610793865e-05
96;72.5;-54.55960043841963;0.00043945498832911574
97;71.0;-55.42562584220407;0.0006257043845409181
98;69.5;-56.29165124598851;4.161878653459433e-06
99;68.0;-57.157676649772945;0.0006290738121676418
100;66.5;-58.023702053557386;0.0007380199927251966
101;90.5;-42.43524478543749;0.00019420014325822947
102;89.0;-43.301270189221924;0.0001298708792729688
103;87.5;-44.167295593006365;2.6827243265551487e-05
104;86.0;-45.033320996790806;0.00028264672539177074
105;84.5;-45.89934640057524;8.67644979010905e-05
106;83.0;-46.76537180435968;0.00010131862317643665
107;81.5;-47.63139720814412;0.00038918981286008725
108;80.0;-48.497422611928556;5.706640420460721e-05
109;78.5;-49.363448015713;0.00021227859860706928
110;77.0;-50.22947341949744;0.0005033335224725769
111;75.5;-51.09549882328187;3.4336152995861116e-05
112;74.0;-51.96152422706631;0.0003539200426941313
113;72.5;-52.82754963085075;0.0006186679084944371
114;71.0;-53.69357503463519;1.6409806947061555e-05
