energy;conductance
-0.1;0.953
-0.0998;0.953
-0.0996;0.953
-0.0994;0.953
-0.0992;0.953
-0.099;0.954
-0.0988;0.954
-0.0986;0.954
-0.0984;0.954
-0.0982;0.954
-0.098;0.954
-0.0978;0.954
-0.0976;0.954
-0.0974;0.954
-0.0972;0.954
-0.097;0.954
-0.0968;0.954
-0.0966;0.954
-0.0964;0.954
-0.0962;0.954
-0.096;0.954
-0.0958;0.954
-0.0956;0.954
-0.0954;0.954
-0.0952;0.954
-0.095;0.954
-0.0948;0.954
-0.0946;0.954
-0.0944;0.954
-0.0942;0.954
-0.094;0.954
-0.0938;0.954
-0.0936;0.954
-0.0934;0.954
-0.0932;0.954
-0.093;0.954
-0.0928;0.954
-0.0926;0.955
-0.0924;0.955
-0.0922;0.955
-0.092;0.955
-0.0918;0.955
-0.0916;0.955
-0.0914;0.955
-0.0912;0.955
-0.091;0.955
-0.0908;0.955
-0.0906;0.955
-0.0904;0.955
-0.0902;0.955
-0.09;0.955
-0.0898;0.955
-0.0896;0.955
-0.0894;0.955
-0.0892;0.955
-0.089;0.955
-0.0888;0.955
-0.0886;0.955
-0.0884;0.955
-0.0882;0.955
-0.088;0.955
-0.0878;0.955
-0.0876;0.955
-0.0874;0.955
-0.0872;0.955
-0.087;0.955
-0.0868;0.955
-0.0866;0.955
-0.0864;0.955
-0.0862;0.955
-0.086;0.955
-0.0858;0.955
-0.0856;0.956
-0.0854;0.956
-0.0852;0.956
-0.085;0.956
-0.0848;0.956
-0.0846;0.956
-0.0844;0.956
-0.0842;0.956
-0.084;0.956
-0.0838;0.956
-0.0836;0.956
-0.0834;0.956
-0.0832;0.956
-0.083;0.956
-0.0828;0.956
-0.0826;0.956
-0.0824;0.956
-0.0822;0.956
-0.082;0.956
-0.0818;0.956
-0.0816;0.956
-0.0814;0.956
-0.0812;0.956
-0.081;0.956
-0.0808;0.956
-0.0806;0.956
-0.0804;0.956
-0.0802;0.956
-0.08;0.956
-0.0798;0.956
-0.0796;0.956
-0.0794;0.956
-0.0792;0.956
-0.079;0.956
-0.0788;0.956
-0.0786;0.956
-0.0784;0.956
-0.0782;0.956
-0.078;0.957
-0.0778;0.957
-0.0776;0.957
-0.0774;0.957
-0.0772;0.957
-0.077;0.957
-0.0768;0.957
-0.0766;0.957
-0.0764;0.957
-0.0762;0.957
-0.076;0.957
-0.0758;0.957
-0.0756;0.957
-0.0754;0.957
-0.0752;0.957
-0.075;0.957
-0.0748;0.957
-0.0746;0.957
-0.0744;0.957
-0.0742;0.957
-0.074;0.957
-0.0738;0.957
-0.0736;0.957
-0.0734;0.957
-0.0732;0.957
-0.073;0.957
-0.0728;0.957
-0.0726;0.957
-0.0724;0.957
-0.0722;0.957
-0.072;0.957
-0.0718;0.957
-0.0716;0.957
-0.0714;0.957
-0.0712;0.957
-0.071;0.957
-0.0708;0.957
-0.0706;0.957
-0.0704;0.957
-0.0702;0.957
-0.07;0.957
-0.0698;0.957
-0.0696;0.957
-0.0694;0.957
-0.0692;0.958
-0.069;0.958
-0.0688;0.958
-0.0686;0.958
-0.0684;0.958
-0.0682;0.958
-0.068;0.958
-0.0678;0.958
-0.0676;0.958
-0.0674;0.958
-0.0672;0.958
-0.067;0.958
-0.0668;0.958
-0.0666;0.958
-0.0664;0.958
-0.0662;0.958
-0.066;0.958
-0.0658;0.958
-0.0656;0.958
-0.0654;0.958
-0.0652;0.958
-0.065;0.958
-0.0648;0.958
-0.0646;0.958
-0.0644;0.958
-0.0642;0.958
-0.064;0.958
-0.0638;0.958
-0.0636;0.958
-0.0634;0.958
-0.0632;0.958
-0.063;0.958
-0.0628;0.958
-0.0626;0.958
-0.0624;0.958
-0.0622;0.958
-0.062;0.958
-0.0618;0.958
-0.0616;0.958
-0.0614;0.958
-0.0612;0.958
-0.061;0.958
-0.0608;0.958
-0.0606;0.958
-0.0604;0.958
-0.0602;0.958
-0.06;0.958
-0.0598;0.958
-0.0596;0.958
-0.0594;0.958
-0.0592;0.958
-0.059;0.959
-0.0588;0.959
-0.0586;0.959
-0.0584;0.959
-0.0582;0.959
-0.058;0.959
-0.0578;0.959
-0.0576;0.959
-0.0574;0.959
-0.0572;0.959
-0.057;0.959
-0.0568;0.959
-0.0566;0.959
-0.0564;0.959
-0.0562;0.959
-0.056;0.959
-0.0558;0.959
-0.0556;0.959
-0.0554;0.959
-0.0552;0.959
-0.055;0.959
-0.0548;0.959
-0.0546;0.959
-0.0544;0.959
-0.0542;0.959
-0.054;0.959
-0.0538;0.959
-0.0536;0.959
-0.0534;0.959
-0.0532;0.959
-0.053;0.959
-0.0528;0.959
-0.0526;0.959
-0.0524;0.959
-0.0522;0.959
-0.052;0.959
-0.0518;0.959
-0.0516;0.959
-0.0514;0.959
-0.0512;0.959
-0.051;0.959
-0.0508;0.959
-0.0506;0.959
-0.0504;0.959
-0.0502;0.959
-0.05;0.959
-0.0498;0.959
-0.0496;0.959
-0.0494;0.959
-0.0492;0.959
-0.049;0.959
-0.0488;0.959
-0.0486;0.959
-0.0484;0.959
-0.0482;0.959
-0.048;0.959
-0.0478;0.959
-0.0476;0.959
-0.0474;0.959
-0.0472;0.959
-0.047;0.959
-0.0468;0.959
-0.0466;0.959
-0.0464;0.959
-0.0462;0.96
-0.046;0.96
-0.0458;0.96
-0.0456;0.96
-0.0454;0.96
-0.0452;0.96
-0.045;0.96
-0.0448;0.96
-0.0446;0.96
-0.0444;0.96
-0.0442;0.96
-0.044;0.96
-0.0438;0.96
-0.0436;0.96
-0.0434;0.96
-0.0432;0.96
-0.043;0.96
-0.0428;0.96
-0.0426;0.96
-0.0424;0.96
-0.0422;0.96
-0.042;0.96
-0.0418;0.96
-0.0416;0.96
-0.0414;0.96
-0.0412;0.96
-0.041;0.96
-0.0408;0.96
-0.0406;0.96
-0.0404;0.96
-0.0402;0.96
-0.04;0.96
-0.0398;0.96
-0.0396;0.96
-0.0394;0.96
-0.0392;0.96
-0.039;0.96
-0.0388;0.96
-0.0386;0.96
-0.0384;0.96
-0.0382;0.96
-0.038;0.96
-0.0378;0.96
-0.0376;0.96
-0.0374;0.96
-0.0372;0.96
-0.037;0.96
-0.0368;0.96
-0.0366;0.96
-0.0364;0.96
-0.0362;0.96
-0.036;0.96
-0.0358;0.96
-0.0356;0.96
-0.0354;0.96
-0.0352;0.96
-0.035;0.96
-0.0348;0.96
-0.0346;0.96
-0.0344;0.96
-0.0342;0.96
-0.034;0.96
-0.0338;0.96
-0.0336;0.96
-0.0334;0.96
-0.0332;0.96
-0.033;0.96
-0.0328;0.96
-0.0326;0.96
-0.0324;0.96
-0.0322;0.96
-0.032;0.96
-0.0318;0.96
-0.0316;0.96
-0.0314;0.96
-0.0312;0.96
-0.031;0.96
-0.0308;0.96
-0.0306;0.96
-0.0304;0.96
-0.0302;0.96
-0.03;0.96
-0.0298;0.96
-0.0296;0.96
-0.0294;0.96
-0.0292;0.96
-0.029;0.96
-0.0288;0.96
-0.0286;0.96
-0.0284;0.96
-0.0282;0.96
-0.028;0.96
-0.0278;0.96
-0.0276;0.96
-0.0274;0.961
-0.0272;0.961
-0.027;0.961
-0.0268;0.961
-0.0266;0.961
-0.0264;0.961
-0.0262;0.961
