vertex_index;vertex_x;vertex_y;ldos
0;83.0;-48.49742261192856;3.332360923558237e-06
1;81.5;-49.363448015713004;0.00017879857925493124
2;80.0;-50.22947341949744;0.0025327508943777115
3;78.5;-51.09549882328188;0.016304916613320092
4;77.0;-51.96152422706632;0.05817891702344255
5;75.5;-52.827549630850754;0.12477352385250788
6;74.0;-53.693575034635195;0.1622739651762531
7;72.5;-54.55960043841963;0.11805615025861599
8;71.0;-55.42562584220407;0.03422312272264734
9;83.0;-46.76537180435968;3.332360923558238e-06
10;81.5;-47.63139720814412;0.00013331203405814052
11;80.0;-48.497422611928556;0.001365663502948067
12;78.5;-49.363448015713;0.005985229274406743
13;77.0;-50.22947341949744;0.01288505472936873
14;75.5;-51.09549882328187;0.012550698033483165
15;74.0;-51.96152422706631;0.002460107266601697
16;72.5;-52.82754963085075;0.0035093097434676828
17;71.0;-53.69357503463519;0.025153349291971546
18;69.5;-54.55960043841963;0.03422312272264734
19;68.0;-55.42562584220406;0.013753009383225117
20;83.0;-45.03332099679081;3.3323609235582424e-06
21;81.5;-45.899346400575254;9.449021070846628e-05
22;80.0;-46.76537180435969;0.0006456072005489143
23;78.5;-47.63139720814413;0.0016329178991890702
24;77.0;-48.49742261192857;0.0013066845129477715
25;75.5;-49.363448015713004;2.1976788129319797e-06
26;74.0;-50.229473419497445;0.00389755853181853
27;72.5;-51.09549882328188;0.011845905213294483
28;71.0;-51.96152422706632;0.00987214081468102
29;69.5;-52.82754963085076;0.0006967937706217807
30;68.0;-53.693575034635195;0.0045862287675227115
31;66.5;-54.559600438419636;0.013753009383225111
32;65.0;-55.42562584220408;0.007372851580342563
33;83.0;-43.30127018922193;3.332360923558271e-06
34;81.5;-44.16729559300637;6.233310920590855e-05
35;80.0;-45.033320996790806;0.0002461194343605563
36;78.5;-45.89934640057525;0.00022501731682439714
37;77.0;-46.76537180435969;1.8158570619043842e-05
38;75.5;-47.63139720814412;0.0014160581754378036
39;74.0;-48.49742261192856;0.0037146553537179294
40;72.5;-49.363448015713;0.002153745730203432
41;71.0;-50.22947341949744;8.987510734450071e-05
42;69.5;-51.09549882328188;0.0053234236579018275
43;68.0;-51.96152422706631;0.008858301903931857
44;66.5;-52.827549630850754;0.0024553535788483173
45;65.0;-53.693575034635195;0.0009864571029190323
46;63.5;-54.55960043841963;0.007372851580342563
47;62.0;-55.42562584220407;0.004927668467654369
48;83.0;-41.56921938165305;3.3323609235583373e-06
49;81.5;-42.43524478543749;3.684072955046723e-05
50;80.0;-43.301270189221924;6.0731817104644897e-05
51;78.5;-44.167295593006365;4.7281698922342406e-07
52;77.0;-45.033320996790806;0.00037101942991725196
53;75.5;-45.89934640057524;0.0011135075794939902
54;74.0;-46.76537180435968;0.0005437022657877978
55;72.5;-47.631397208144115;0.0002113972454049661
56;71.0;-48.497422611928556;0.003123548399781982
57;69.5;-49.363448015713;0.004029906886284803
58;68.0;-50.22947341949743;0.0004476083460490981
59;66.5;-51.09549882328187;0.0019862199762032576
60;65.0;-51.96152422706631;0.006554430785816406
61;63.5;-52.82754963085075;0.0029656079832980704
62;62.0;-53.69357503463519;0.0002454848760615582
63;60.5;-54.55960043841963;0.004927668467654369
64;59.0;-55.42562584220406;0.0038407588806697967
65;83.0;-39.83716857408418;3.3323609235584915e-06
66;81.5;-40.70319397786862;1.801307174214224e-05
67;80.0;-41.569219381653056;2.970127044181347e-06
68;78.5;-42.4352447854375;7.192191638248239e-05
69;77.0;-43.30127018922194;0.00034500267991894397
70;75.5;-44.16729559300637;0.0001990186316051715
71;74.0;-45.03332099679081;0.00010103942538200304
72;72.5;-45.89934640057525;0.0014331471829916664
73;71.0;-46.76537180435969;0.001709757006778474
74;69.5;-47.63139720814413;5.765111573477602e-05
75;68.0;-48.49742261192856;0.0017913879411566495
76;66.5;-49.363448015713004;0.004319615837788522
77;65.0;-50.229473419497445;0.0013244075955430338
78;63.5;-51.09549882328188;0.0007023582885364282
79;62.0;-51.96152422706632;0.004917565136576102
80;60.5;-52.82754963085076;0.0029734551070892947
81;59.0;-53.693575034635195;6.762590750503933e-05
82;57.5;-54.559600438419636;0.0038407588806697963
83;56.0;-55.42562584220408;0.00331696042127441
84;83.0;-38.1051177665153;3.3323609235587363e-06
85;81.5;-38.97114317029974;5.850135780933517e-06
86;80.0;-39.837168574084174;6.354307983516535e-06
87;78.5;-40.703193977868615;0.00010412334369996307
88;77.0;-41.569219381653056;0.00010188013025345687
89;75.5;-42.43524478543749;1.9952761589719642e-05
