energy;conductance
-0.1;0.229
-0.0998;0.23
-0.0996;0.231
-0.0994;0.232
-0.0992;0.233
-0.099;0.234
-0.0988;0.235
-0.0986;0.237
-0.0984;0.238
-0.0982;0.239
-0.098;0.24
-0.0978;0.241
-0.0976;0.242
-0.0974;0.244
-0.0972;0.245
-0.097;0.246
-0.0968;0.247
-0.0966;0.249
-0.0964;0.25
-0.0962;0.251
-0.096;0.253
-0.0958;0.254
-0.0956;0.255
-0.0954;0.256
-0.0952;0.258
-0.095;0.259
-0.0948;0.261
-0.0946;0.262
-0.0944;0.263
-0.0942;0.265
-0.094;0.266
-0.0938;0.268
-0.0936;0.269
-0.0934;0.27
-0.0932;0.272
-0.093;0.273
-0.0928;0.275
-0.0926;0.276
-0.0924;0.278
-0.0922;0.28
-0.092;0.281
-0.0918;0.283
-0.0916;0.284
-0.0914;0.286
-0.0912;0.288
-0.091;0.289
-0.0908;0.291
-0.0906;0.293
-0.0904;0.294
-0.0902;0.296
-0.09;0.298
-0.0898;0.3
-0.0896;0.301
-0.0894;0.303
-0.0892;0.305
-0.089;0.307
-0.0888;0.309
-0.0886;0.311
-0.0884;0.313
-0.0882;0.315
-0.088;0.317
-0.0878;0.319
-0.0876;0.321
-0.0874;0.323
-0.0872;0.325
-0.087;0.327
-0.0868;0.329
-0.0866;0.332
-0.0864;0.334
-0.0862;0.336
-0.086;0.338
-0.0858;0.341
-0.0856;0.343
-0.0854;0.345
-0.0852;0.348
-0.085;0.35
-0.0848;0.353
-0.0846;0.355
-0.0844;0.358
-0.0842;0.361
-0.084;0.363
-0.0838;0.366
-0.0836;0.369
-0.0834;0.371
-0.0832;0.374
-0.083;0.377
-0.0828;0.38
-0.0826;0.383
-0.0824;0.386
-0.0822;0.389
-0.082;0.392
-0.0818;0.395
-0.0816;0.399
-0.0814;0.402
-0.0812;0.405
-0.081;0.409
-0.0808;0.412
-0.0806;0.416
-0.0804;0.419
-0.0802;0.423
-0.08;0.427
-0.0798;0.431
-0.0796;0.434
-0.0794;0.438
-0.0792;0.442
-0.079;0.446
-0.0788;0.451
-0.0786;0.455
-0.0784;0.459
-0.0782;0.464
-0.078;0.468
-0.0778;0.473
-0.0776;0.477
-0.0774;0.482
-0.0772;0.487
-0.077;0.492
-0.0768;0.497
-0.0766;0.502
-0.0764;0.508
-0.0762;0.513
-0.076;0.518
-0.0758;0.524
-0.0756;0.53
-0.0754;0.536
-0.0752;0.542
-0.075;0.548
-0.0748;0.554
-0.0746;0.56
-0.0744;0.567
-0.0742;0.574
-0.074;0.58
-0.0738;0.587
-0.0736;0.594
-0.0734;0.602
-0.0732;0.609
-0.073;0.616
-0.0728;0.624
-0.0726;0.632
-0.0724;0.64
-0.0722;0.648
-0.072;0.656
-0.0718;0.665
-0.0716;0.674
-0.0714;0.682
-0.0712;0.691
-0.071;0.7
-0.0708;0.71
-0.0706;0.719
-0.0704;0.729
-0.0702;0.739
-0.07;0.749
-0.0698;0.759
-0.0696;0.769
-0.0694;0.779
-0.0692;0.789
-0.069;0.8
-0.0688;0.811
