edge_index;vertex_1_index;vertex_2_index;current
0;0;451;-0.0065483087607126084
1;0;452;0.006548308760712609
2;1;453;-0.01029068371294238
3;1;454;0.01029068371294238
4;2;451;0.0065483087607126084
5;2;454;-0.006188303756037758
6;2;455;-0.0003600050046748507
7;3;452;-0.006548308760712609
8;3;455;-0.0003600050046748507
9;3;456;0.006908313765387459
10;4;456;-0.01181841477719714
11;4;457;0.01181841477719714
12;5;458;-0.012004687032668819
13;5;459;0.012004687032668819
14;6;453;0.01029068371294238
15;6;459;-0.009334294942576883
16;6;460;-0.0009563887703654982
17;7;454;-0.004102379956904621
18;7;460;-0.00038126428058629473
19;7;461;0.004483644237490917
20;8;455;0.0007200100093497014
21;8;461;-0.013526856491633925
22;8;462;0.01280684648228422
23;9;456;0.0049101010118096765
24;9;462;-0.004551248829042444
25;9;463;-0.0003588521827672334
26;10;457;-0.01181841477719714
27;10;463;-0.0008637427070125844
28;10;464;0.012682157484209724
29;11;464;-0.01692011695177036
30;11;465;0.016920116951770356
31;12;466;-0.012004687032668823
32;12;467;0.012004687032668823
33;13;458;0.012004687032668819
34;13;467;-0.010306432776676467
35;13;468;-0.0016982542559923508
36;14;459;-0.002670392090091937
37;14;468;-0.0003777695095112148
38;14;469;0.0030481615996031516
39;15;460;0.001337653050951793
40;15;469;-0.014902306467735799
41;15;470;0.013564653416784006
42;16;461;0.009043212254143012
43;16;470;-0.007797994343110577
44;16;471;-0.0012452179110324338
45;17;462;-0.00825559765324178
46;17;471;-0.0012006760075015466
47;17;472;0.009456273660743326
48;18;463;0.0012225948897798178
49;18;472;-0.01776106801030357
50;18;473;0.01653847312052375
51;19;464;0.004237959467560635
52;19;473;-0.00390445917215292
53;19;474;-0.00033350029540771514
54;20;465;-0.016920116951770356
55;20;474;-0.0013315049482992176
56;20;475;0.018251621900069577
57;21;475;-0.02223003547440612
58;21;476;0.022230035474406124
59;22;477;-0.010290683712942391
60;22;478;0.010290683712942391
61;23;466;0.012004687032668823
62;23;478;-0.009334294942576888
63;23;479;-0.0026703920900919345
64;24;467;-0.001698254255992354
65;24;479;-0.00037776950951121514
66;24;480;0.002076023765503569
67;25;468;0.0020760237655035657
68;25;480;-0.015401662178833809
69;25;481;0.013325638413330246
70;26;469;0.011854144868132646
71;26;481;-0.00943006853134657
72;26;482;-0.0024240763367860867
73;27;470;-0.005766659073673427
74;27;482;-0.0012955229980023703
