vertex_index;vertex_x;vertex_y;ldos
0;93.5;-58.023702053557386;1.7962468600954388e-05
1;95.0;-55.42562584220407;4.686056772421458e-05
2;93.5;-56.291651245988504;1.7962468600954435e-05
3;92.0;-57.157676649772945;1.7962468600954347e-05
4;90.5;-58.023702053557386;5.498490917155431e-05
5;96.5;-52.82754963085076;6.95013556690711e-05
6;95.0;-53.6935750346352;4.686056772421464e-05
7;93.5;-54.559600438419636;6.79781848433351e-06
8;92.0;-55.42562584220408;7.184987440381758e-05
9;90.5;-56.29165124598852;1.0093111265918354e-05
10;89.0;-57.15767664977295;5.498490917155422e-05
11;87.5;-58.02370205355739;0.00010256738736189742
12;96.5;-51.09549882328188;6.950135566907114e-05
13;95.0;-51.96152422706632;2.2238844359734284e-06
14;93.5;-52.827549630850754;8.935430381614185e-05
15;92.0;-53.693575034635195;3.444713161029802e-05
16;90.5;-54.559600438419636;2.8084327060372428e-05
17;89.0;-55.42562584220407;0.00011219357227399092
18;87.5;-56.29165124598851;7.356977324662122e-06
19;86.0;-57.15767664977295;0.0001025673873618973
20;84.5;-58.023702053557386;0.00015927994077032467
21;95.0;-50.22947341949744;9.658991248587449e-05
22;93.5;-51.09549882328187;6.338502272967297e-05
23;92.0;-51.96152422706631;1.2841993043176369e-05
24;90.5;-52.827549630850754;0.00012473835572992923
25;89.0;-53.69357503463519;2.8012482080174363e-05
26;87.5;-54.55960043841963;6.2090804830943e-05
27;86.0;-55.42562584220407;0.00016486382020156493
28;84.5;-56.291651245988504;6.2153474727595385e-06
29;83.0;-57.157676649772945;0.00015927994077032448
30;81.5;-58.023702053557386;0.00022506849566806267
31;95.0;-48.49742261192857;9.658991248587456e-05
32;93.5;-49.363448015713004;3.4839923674161142e-06
33;92.0;-50.229473419497445;0.00013328803647651488
34;90.5;-51.095498823281886;5.753313529253512e-05
35;89.0;-51.96152422706632;3.452679702998034e-05
36;87.5;-52.82754963085076;0.00017351353946247697
37;86.0;-53.6935750346352;2.4603175481791446e-05
38;84.5;-54.559600438419636;0.00010705773600525651
39;83.0;-55.42562584220408;0.00022842318912427123
40;81.5;-56.29165124598852;5.672339177020284e-06
41;80.0;-57.15767664977295;0.0002250684956680624
42;78.5;-58.02370205355739;0.0003001032911311782
43;93.5;-47.63139720814412;0.00013676278697690843
44;92.0;-48.49742261192856;9.367332808615614e-05
45;90.5;-49.363448015713004;1.5681471695312415e-05
46;89.0;-50.22947341949744;0.00018119881014232568
47;87.5;-51.09549882328188;5.323895718368741e-05
48;86.0;-51.96152422706632;6.744178911896605e-05
49;84.5;-52.827549630850754;0.00023430515663738514
50;83.0;-53.693575034635195;2.2722427379298723e-05
51;81.5;-54.559600438419636;0.00016210403423124123
52;80.0;-55.42562584220407;0.00030220172891984147
53;78.5;-56.29165124598851;5.387999903462805e-06
54;77.0;-57.15767664977295;0.0003001032911311778
55;75.5;-58.023702053557386;0.0003845514285237669
56;93.5;-45.89934640057524;0.00013676278697690854
