energy;conductance
-0.1;0.633
-0.0998;0.622
-0.0996;0.611
-0.0994;0.6
-0.0992;0.589
-0.099;0.577
-0.0988;0.566
-0.0986;0.554
-0.0984;0.542
-0.0982;0.529
-0.098;0.517
-0.0978;0.504
-0.0976;0.492
-0.0974;0.479
-0.0972;0.466
-0.097;0.453
-0.0968;0.44
-0.0966;0.426
-0.0964;0.413
-0.0962;0.4
-0.096;0.386
-0.0958;0.373
-0.0956;0.36
-0.0954;0.346
-0.0952;0.333
-0.095;0.319
-0.0948;0.306
-0.0946;0.293
-0.0944;0.28
-0.0942;0.267
-0.094;0.254
-0.0938;0.241
-0.0936;0.228
-0.0934;0.216
-0.0932;0.204
-0.093;0.192
-0.0928;0.18
-0.0926;0.169
-0.0924;0.158
-0.0922;0.147
-0.092;0.136
-0.0918;0.126
-0.0916;0.116
-0.0914;0.107
-0.0912;0.098
-0.091;0.089
-0.0908;0.081
-0.0906;0.073
-0.0904;0.065
-0.0902;0.058
-0.09;0.051
-0.0898;0.045
-0.0896;0.039
-0.0894;0.034
-0.0892;0.029
-0.089;0.024
-0.0888;0.02
-0.0886;0.016
-0.0884;0.013
-0.0882;0.01
-0.088;0.007
-0.0878;0.005
-0.0876;0.003
-0.0874;0.002
-0.0872;0.001
-0.087;0.0
-0.0868;0.0
-0.0866;0.0
-0.0864;0.001
-0.0862;0.001
-0.086;0.002
-0.0858;0.004
-0.0856;0.005
-0.0854;0.007
-0.0852;0.009
-0.085;0.012
-0.0848;0.015
-0.0846;0.017
-0.0844;0.021
-0.0842;0.024
-0.084;0.027
-0.0838;0.031
-0.0836;0.035
-0.0834;0.039
-0.0832;0.043
-0.083;0.048
-0.0828;0.052
-0.0826;0.057
-0.0824;0.062
-0.0822;0.066
-0.082;0.071
-0.0818;0.076
-0.0816;0.081
-0.0814;0.087
-0.0812;0.092
-0.081;0.097
-0.0808;0.103
-0.0806;0.108
-0.0804;0.113
-0.0802;0.119
-0.08;0.124
-0.0798;0.13
-0.0796;0.135
-0.0794;0.141
-0.0792;0.147
-0.079;0.152
-0.0788;0.158
-0.0786;0.163
-0.0784;0.169
-0.0782;0.174
-0.078;0.18
-0.0778;0.185
-0.0776;0.191
-0.0774;0.196
-0.0772;0.202
-0.077;0.207
-0.0768;0.213
-0.0766;0.218
-0.0764;0.223
-0.0762;0.228
-0.076;0.234
-0.0758;0.239
-0.0756;0.244
-0.0754;0.249
-0.0752;0.254
-0.075;0.259
-0.0748;0.264
-0.0746;0.269
-0.0744;0.274
-0.0742;0.279
-0.074;0.284
-0.0738;0.289
-0.0736;0.294
-0.0734;0.298
-0.0732;0.303
-0.073;0.308
-0.0728;0.312
-0.0726;0.317
-0.0724;0.321
-0.0722;0.325
-0.072;0.33
-0.0718;0.334
-0.0716;0.338
-0.0714;0.343
-0.0712;0.347
-0.071;0.351
-0.0708;0.355
-0.0706;0.359
-0.0704;0.363
-0.0702;0.367
-0.07;0.371
-0.0698;0.375
-0.0696;0.379
-0.0694;0.383
-0.0692;0.386
-0.069;0.39
-0.0688;0.394
-0.0686;0.397
-0.0684;0.401
-0.0682;0.405
-0.068;0.408
-0.0678;0.411
-0.0676;0.415
-0.0674;0.418
-0.0672;0.422
-0.067;0.425
-0.0668;0.428
-0.0666;0.431
-0.0664;0.435
-0.0662;0.438
-0.066;0.441
-0.0658;0.444
-0.0656;0.447
-0.0654;0.45
-0.0652;0.453
-0.065;0.456
-0.0648;0.459
-0.0646;0.462
-0.0644;0.465
-0.0642;0.467
-0.064;0.47
-0.0638;0.473
-0.0636;0.476
-0.0634;0.478
-0.0632;0.481
-0.063;0.484
-0.0628;0.486
-0.0626;0.489
-0.0624;0.491
-0.0622;0.494
-0.062;0.496
-0.0618;0.499
-0.0616;0.501
-0.0614;0.504
-0.0612;0.506
-0.061;0.508
-0.0608;0.511
-0.0606;0.513
-0.0604;0.515
-0.0602;0.518
-0.06;0.52
-0.0598;0.522
-0.0596;0.524
-0.0594;0.526
-0.0592;0.528
-0.059;0.531
-0.0588;0.533
-0.0586;0.535
-0.0584;0.537
-0.0582;0.539
-0.058;0.541
-0.0578;0.543
-0.0576;0.545
-0.0574;0.547
-0.0572;0.549
-0.057;0.55
-0.0568;0.552
-0.0566;0.554
-0.0564;0.556
-0.0562;0.558
-0.056;0.56
-0.0558;0.561
-0.0556;0.563
-0.0554;0.565
-0.0552;0.567
-0.055;0.568
-0.0548;0.57
-0.0546;0.572
-0.0544;0.573
-0.0542;0.575
-0.054;0.577
-0.0538;0.578
-0.0536;0.58
-0.0534;0.582
-0.0532;0.583
-0.053;0.585
-0.0528;0.586
-0.0526;0.588
-0.0524;0.589
-0.0522;0.591
-0.052;0.592
-0.0518;0.594
-0.0516;0.595
-0.0514;0.597
-0.0512;0.598
-0.051;0.599
-0.0508;0.601
