edge_index;vertex_1_index;vertex_2_index;current
0;0;3151;-0.00013675710499032898
1;0;3152;0.000136757104990329
2;1;3153;-0.00018137554254317304
3;1;3154;0.00018137554254317304
4;2;3151;0.000136757104990329
5;2;3154;-0.00011229308788622672
6;2;3155;-2.4464017104102285e-05
7;3;3152;-0.000136757104990329
8;3;3155;-2.446401710410229e-05
9;3;3156;0.00016122112209443132
10;4;3156;-0.00028206818060920127
11;4;3157;0.00028206818060920127
12;5;3158;-0.00013675710499032903
13;5;3159;0.00013675710499032903
14;6;3153;0.00018137554254317304
15;6;3159;-0.00011229308788622674
16;6;3160;-6.908245465694629e-05
17;7;3154;-6.90824546569463e-05
18;7;3160;-2.631217789627322e-05
19;7;3161;9.539463255321952e-05
20;8;3155;4.892803420820457e-05
21;8;3161;-0.0003101267292937996
22;8;3162;0.000261198695085595
23;9;3156;0.00012084705851476995
24;9;3162;-9.789379201349925e-05
25;9;3163;-2.29532665012707e-05
26;10;3157;-0.00028206818060920127
27;10;3163;-5.3575041052904506e-05
28;10;3164;0.0003356432216621057
29;11;3164;-0.00045840618812213507
30;11;3165;0.0004584061881221351
31;12;3158;0.00013675710499032903
32;12;3166;-0.00013675710499032903
33;13;3159;-2.4464017104102282e-05
34;13;3166;-2.4464017104102285e-05
35;13;3167;4.8928034208204564e-05
36;14;3160;9.539463255321952e-05
37;14;3167;-0.00031012672929379965
38;14;3168;0.00021473209674058018
39;15;3161;0.00021473209674058007
40;15;3168;-0.00013332231535579563
41;15;3169;-8.140978138478446e-05
42;16;3162;-0.00016330490307209575
43;16;3169;-7.351010514812153e-05
44;16;3170;0.00023681500822021734
45;17;3163;7.65283075541752e-05
46;17;3170;-0.0004733068170558806
47;17;3171;0.0003967785095017055
48;18;3164;0.0001227629664600293
49;18;3171;-0.00010159633431611801
50;18;3172;-2.1166632143911334e-05
51;19;3165;-0.00045840618812213507
52;19;3172;-7.90378029813498e-05
53;19;3173;0.0005374439911034848
54;20;3173;-0.0006697219497639536
55;20;3174;0.0006697219497639538
56;21;3166;0.00016122112209443132
57;21;3175;-0.0002820681806092011
58;21;3176;0.00012084705851476982
59;22;3167;0.000261198695085595
60;22;3176;-9.789379201349916e-05
61;22;3177;-0.00016330490307209586
62;23;3168;-8.140978138478457e-05
63;23;3177;-7.351010514812162e-05
64;23;3178;0.00015491988653290617
65;24;3169;0.00015491988653290598
66;24;3178;-0.00048279638624217953
67;24;3179;0.00032787649970927353
68;25;3170;0.00023649180883566324
69;25;3179;-0.0001553663791028241
70;25;3180;-8.112542973283916e-05
71;26;3171;-0.0002951821751855875
72;26;3180;-0.00012078851834413752
73;26;3181;0.00041597069352972507
74;27;3172;0.00010020443512526113
75;27;3181;-0.0006777754374566523
76;27;3182;0.0005775710023313912
77;28;3173;0.00013227795866046878
78;28;3182;-0.00011212632001584121
79;28;3183;-2.0151638644627546e-05
80;29;3174;-0.0006697219497639536
81;29;3183;-0.00010202754004285878
82;29;3184;0.0007717494898068125
83;30;3184;-0.0009173475989492457
84;30;3185;0.0009173475989492457
85;31;3175;0.0002820681806092011
86;31;3186;-0.0002820681806092011
87;32;3176;-2.2953266501270686e-05
88;32;3186;-5.357504105290451e-05
89;32;3187;7.65283075541752e-05
90;33;3177;0.00023681500822021745
91;33;3187;-0.00047330681705588036
