energy;conductance
-0.1;0.831
-0.0998;0.831
-0.0996;0.831
-0.0994;0.831
-0.0992;0.831
-0.099;0.831
-0.0988;0.831
-0.0986;0.831
-0.0984;0.831
-0.0982;0.831
-0.098;0.831
-0.0978;0.831
-0.0976;0.831
-0.0974;0.831
-0.0972;0.831
-0.097;0.831
-0.0968;0.831
-0.0966;0.831
-0.0964;0.831
-0.0962;0.831
-0.096;0.831
-0.0958;0.831
-0.0956;0.831
-0.0954;0.831
-0.0952;0.831
-0.095;0.831
-0.0948;0.831
-0.0946;0.831
-0.0944;0.831
-0.0942;0.831
-0.094;0.831
-0.0938;0.831
-0.0936;0.831
-0.0934;0.831
-0.0932;0.831
-0.093;0.831
-0.0928;0.832
-0.0926;0.832
-0.0924;0.832
-0.0922;0.832
-0.092;0.832
-0.0918;0.832
-0.0916;0.832
-0.0914;0.832
-0.0912;0.832
-0.091;0.832
-0.0908;0.832
-0.0906;0.832
-0.0904;0.832
-0.0902;0.832
-0.09;0.832
-0.0898;0.832
-0.0896;0.832
-0.0894;0.832
-0.0892;0.832
-0.089;0.832
-0.0888;0.832
-0.0886;0.832
-0.0884;0.832
-0.0882;0.832
-0.088;0.832
-0.0878;0.832
-0.0876;0.832
-0.0874;0.832
-0.0872;0.832
-0.087;0.832
-0.0868;0.832
-0.0866;0.832
-0.0864;0.832
-0.0862;0.832
-0.086;0.832
-0.0858;0.832
-0.0856;0.832
-0.0854;0.832
-0.0852;0.832
-0.085;0.832
-0.0848;0.832
-0.0846;0.832
-0.0844;0.832
-0.0842;0.832
-0.084;0.832
-0.0838;0.832
-0.0836;0.832
-0.0834;0.832
-0.0832;0.832
-0.083;0.832
-0.0828;0.832
-0.0826;0.832
-0.0824;0.832
-0.0822;0.832
-0.082;0.832
-0.0818;0.832
-0.0816;0.832
-0.0814;0.832
-0.0812;0.832
-0.081;0.832
-0.0808;0.832
-0.0806;0.832
-0.0804;0.832
-0.0802;0.832
-0.08;0.832
-0.0798;0.832
-0.0796;0.832
-0.0794;0.832
-0.0792;0.832
-0.079;0.832
-0.0788;0.832
-0.0786;0.832
-0.0784;0.832
-0.0782;0.832
-0.078;0.832
-0.0778;0.832
-0.0776;0.832
-0.0774;0.832
-0.0772;0.832
-0.077;0.832
-0.0768;0.832
-0.0766;0.832
-0.0764;0.832
-0.0762;0.833
-0.076;0.833
-0.0758;0.833
-0.0756;0.833
-0.0754;0.833
-0.0752;0.833
-0.075;0.833
-0.0748;0.833
-0.0746;0.833
-0.0744;0.833
-0.0742;0.833
-0.074;0.833
-0.0738;0.833
-0.0736;0.833
-0.0734;0.833
-0.0732;0.833
-0.073;0.833
-0.0728;0.833
-0.0726;0.833
-0.0724;0.833
-0.0722;0.833
-0.072;0.833
-0.0718;0.833
-0.0716;0.833
-0.0714;0.833
-0.0712;0.833
-0.071;0.833
-0.0708;0.833
-0.0706;0.833
-0.0704;0.833
-0.0702;0.833
-0.07;0.833
-0.0698;0.833
-0.0696;0.833
-0.0694;0.833
-0.0692;0.833
-0.069;0.833
-0.0688;0.833
-0.0686;0.833
-0.0684;0.833
-0.0682;0.833
-0.068;0.833
-0.0678;0.833
-0.0676;0.833
-0.0674;0.833
-0.0672;0.833
-0.067;0.833
-0.0668;0.833
-0.0666;0.833
-0.0664;0.833
