energy;conductance
-0.1;0.001
-0.0998;0.001
-0.0996;0.002
-0.0994;0.002
-0.0992;0.003
-0.099;0.003
-0.0988;0.004
-0.0986;0.004
-0.0984;0.005
-0.0982;0.006
-0.098;0.007
-0.0978;0.008
-0.0976;0.009
-0.0974;0.01
-0.0972;0.011
-0.097;0.012
-0.0968;0.013
-0.0966;0.014
-0.0964;0.015
-0.0962;0.017
-0.096;0.018
-0.0958;0.019
-0.0956;0.02
-0.0954;0.022
-0.0952;0.023
-0.095;0.025
-0.0948;0.026
-0.0946;0.028
-0.0944;0.029
-0.0942;0.031
-0.094;0.032
-0.0938;0.034
-0.0936;0.035
-0.0934;0.037
-0.0932;0.039
-0.093;0.04
-0.0928;0.042
-0.0926;0.044
-0.0924;0.046
-0.0922;0.047
-0.092;0.049
-0.0918;0.051
-0.0916;0.053
-0.0914;0.054
-0.0912;0.056
-0.091;0.058
-0.0908;0.06
-0.0906;0.062
-0.0904;0.064
-0.0902;0.065
-0.09;0.067
-0.0898;0.069
-0.0896;0.071
-0.0894;0.073
-0.0892;0.075
-0.089;0.077
-0.0888;0.079
-0.0886;0.081
-0.0884;0.083
-0.0882;0.084
-0.088;0.086
-0.0878;0.088
-0.0876;0.09
-0.0874;0.092
-0.0872;0.094
-0.087;0.096
-0.0868;0.098
-0.0866;0.1
-0.0864;0.102
-0.0862;0.104
-0.086;0.106
-0.0858;0.108
-0.0856;0.11
-0.0854;0.112
-0.0852;0.114
-0.085;0.115
-0.0848;0.117
-0.0846;0.119
-0.0844;0.121
-0.0842;0.123
-0.084;0.125
-0.0838;0.127
-0.0836;0.129
-0.0834;0.131
-0.0832;0.133
-0.083;0.135
-0.0828;0.137
-0.0826;0.139
-0.0824;0.14
-0.0822;0.142
-0.082;0.144
-0.0818;0.146
-0.0816;0.148
-0.0814;0.15
-0.0812;0.152
-0.081;0.154
-0.0808;0.155
-0.0806;0.157
-0.0804;0.159
-0.0802;0.161
-0.08;0.163
-0.0798;0.165
-0.0796;0.167
-0.0794;0.168
-0.0792;0.17
-0.079;0.172
-0.0788;0.174
-0.0786;0.176
-0.0784;0.177
-0.0782;0.179
-0.078;0.181
-0.0778;0.183
-0.0776;0.185
-0.0774;0.186
-0.0772;0.188
-0.077;0.19
-0.0768;0.192
-0.0766;0.193
-0.0764;0.195
-0.0762;0.197
-0.076;0.198
-0.0758;0.2
-0.0756;0.202
-0.0754;0.204
-0.0752;0.205
-0.075;0.207
-0.0748;0.209
-0.0746;0.21
-0.0744;0.212
-0.0742;0.214
-0.074;0.215
-0.0738;0.217
-0.0736;0.219
-0.0734;0.22
-0.0732;0.222
-0.073;0.224
-0.0728;0.225
-0.0726;0.227
-0.0724;0.228
-0.0722;0.23
-0.072;0.232
-0.0718;0.233
-0.0716;0.235
-0.0714;0.236
-0.0712;0.238
-0.071;0.239
-0.0708;0.241
-0.0706;0.243
-0.0704;0.244
-0.0702;0.246
-0.07;0.247
-0.0698;0.249
-0.0696;0.25
-0.0694;0.252
-0.0692;0.253
-0.069;0.255
-0.0688;0.256
-0.0686;0.258
-0.0684;0.259
-0.0682;0.261
-0.068;0.262
-0.0678;0.264
-0.0676;0.265
-0.0674;0.267
-0.0672;0.268
-0.067;0.27
-0.0668;0.271
-0.0666;0.272
-0.0664;0.274
-0.0662;0.275
-0.066;0.277
-0.0658;0.278
-0.0656;0.28
-0.0654;0.281
-0.0652;0.282
-0.065;0.284
-0.0648;0.285
-0.0646;0.287
-0.0644;0.288
-0.0642;0.289
-0.064;0.291
-0.0638;0.292
-0.0636;0.294
-0.0634;0.295
-0.0632;0.296
-0.063;0.298
-0.0628;0.299
-0.0626;0.3
-0.0624;0.302
-0.0622;0.303
-0.062;0.304
-0.0618;0.306
-0.0616;0.307
-0.0614;0.309
-0.0612;0.31
-0.061;0.311
-0.0608;0.313
-0.0606;0.314
-0.0604;0.315
-0.0602;0.316
-0.06;0.318
-0.0598;0.319
-0.0596;0.32
-0.0594;0.322
-0.0592;0.323
-0.059;0.324
-0.0588;0.326
-0.0586;0.327
-0.0584;0.328
-0.0582;0.33
-0.058;0.331
-0.0578;0.332
-0.0576;0.333
-0.0574;0.335
-0.0572;0.336
-0.057;0.337
-0.0568;0.339
-0.0566;0.34
-0.0564;0.341
-0.0562;0.342
-0.056;0.344
-0.0558;0.345
-0.0556;0.346
-0.0554;0.348
